"","rank","name","platform","year","genre","publisher","na_sales","eu_sales","jp_sales","other_sales","global_sales","platform_exclusive"
"9693",9876,"Tecmo Bowl: Kickoff","DS","2008","Sports","Tecmo Koei",0.11,0,0,0.01,0.12,"Exclusive"
"9694",9877,"Disney's Extreme Skate Adventure","GC","2003","Sports","Activision",0.09,0.02,0,0,0.12,"Non-exclusive"
"9695",9878,"Akuji the Heartless","PS","1998","Platform","Eidos Interactive",0.07,0.04,0,0.01,0.12,"Exclusive"
"9696",9879,"NBA 2K2","GC","2002","Sports","Sega",0.09,0.02,0,0,0.12,"Non-exclusive"
"9697",9880,"7 Days to Die","PS4","2016","Action","Telltale Games",0.03,0.07,0,0.02,0.12,"Non-exclusive"
"9698",9881,"Monster Jam: Path of Destruction","X360","2010","Racing","Activision",0.11,0,0,0.01,0.12,"Non-exclusive"
"9699",9882,"Everybody Dance","PS3","2011","Misc","Sony Computer Entertainment",0.11,0,0,0.01,0.12,"Exclusive"
"9700",9883,"Psychonauts","XB","2005","Platform","THQ",0.09,0.03,0,0,0.12,"Non-exclusive"
"9701",9885,"Deus Ex: Human Revolution","WiiU","2013","Shooter","Square Enix",0.06,0.05,0,0.01,0.12,"Non-exclusive"
"9702",9886,"Jeremy McGrath Supercross World","GC","2002","Racing","Acclaim Entertainment",0.09,0.02,0,0,0.12,"Non-exclusive"
"9703",9887,"Uta no * Prince-Sama: All Star","PSP","2013","Action","Broccoli",0,0,0.12,0,0.12,"Exclusive"
"9704",9888,"HardBall 5","PS","1996","Sports","SPS",0.07,0.04,0,0.01,0.12,"Exclusive"
"9705",9889,"Airborne Troops: Countdown to D-Day","PS2","2005","Shooter","Playlogic Game Factory",0.06,0.05,0,0.02,0.12,"Exclusive"
"9706",9890,"MLB Inside Pitch 2003","XB","2003","Sports","Microsoft Game Studios",0.09,0.03,0,0,0.12,"Exclusive"
"9707",9891,"ArmA III","PC","2013","Shooter","Bohemia Interactive",0,0.1,0,0.02,0.12,"Exclusive"
"9708",9892,"The Walking Dead: Season Two","X360","2014","Adventure","Telltale Games",0.04,0.07,0,0.01,0.12,"Non-exclusive"
"9709",9893,"Marvel Trading Card Game","DS","2007","Misc","Konami Digital Entertainment",0.11,0,0,0.01,0.12,"Exclusive"
"9710",9894,"One Piece: Super Grand Battle! X","3DS","2014","Fighting","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9711",9895,"The Penguins of Madagascar: Dr. Blowhole Returns - Again!","DS","2011","Action","THQ",0.07,0.03,0,0.01,0.12,"Non-exclusive"
"9712",9896,"Self-Defense Training Camp","X360","2011","Sports","Ubisoft",0.08,0.03,0,0.01,0.12,"Exclusive"
"9713",9897,"Battles of Prince of Persia","DS","2005","Strategy","Ubisoft",0.1,0.01,0,0.01,0.12,"Exclusive"
"9714",9898,"Deca Sports Extreme","3DS","2011","Sports","Hudson Soft",0.08,0,0.03,0.01,0.12,"Exclusive"
"9715",9899,"Cruis'n","Wii","2007","Racing","Midway Games",0.1,0.01,0,0.01,0.12,"Exclusive"
"9716",9900,"Hatsune Miku: Project Diva X","PSV","2016","Misc","Sega",0.01,0,0.1,0,0.12,"Non-exclusive"
"9717",9901,"Battle Arena Toshinden Remix","SAT","1994","Fighting","Sega",0,0,0.12,0,0.12,"Exclusive"
"9718",9902,"Assassin's Creed Chronicles","PSV","2016","Action","Ubisoft",0.02,0.06,0.01,0.02,0.12,"Non-exclusive"
"9719",9903,"Legends of Wrestling II","GC","2002","Fighting","Acclaim Entertainment",0.09,0.02,0,0,0.12,"Non-exclusive"
"9720",9904,"Tropico 5","PC","2014","Simulation","Kalypso Media",0.02,0.08,0,0.01,0.12,"Non-exclusive"
"9721",9905,"A.C.E.: Another Century's Episode Portable","PSP","2011","Simulation","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9722",9906,"Dragon Quest Builders: Revive Alefgard","PS3","2016","Role-Playing","Square Enix",0,0,0.12,0,0.12,"Non-exclusive"
"9723",9907,"Rodea the Sky Soldier","WiiU","2015","Action","Nippon Ichi Software",0.08,0.02,0.01,0.01,0.12,"Non-exclusive"
"9724",9908,"Peggle: Dual Shot","DS","2009","Puzzle","PopCap Games",0.11,0,0,0.01,0.12,"Exclusive"
"9725",9909,"Jikkyou Powerful Pro Yakyuu 9","GC","2002","Sports","Konami Digital Entertainment",0,0,0.11,0,0.12,"Non-exclusive"
"9726",9910,"Sniper Elite","Wii","2010","Shooter","Reef Entertainment",0.08,0.03,0,0.01,0.12,"Non-exclusive"
"9727",9911,"Etrian Odyssey V","3DS","2016","Role-Playing","Atlus",0,0,0.12,0,0.12,"Exclusive"
"9728",9912,"Jikkyou Powerful Pro Yakyuu 2014","PSV","2014","Sports","Konami Digital Entertainment",0,0,0.12,0,0.12,"Non-exclusive"
"9729",9913,"Barbie as The Island Princess","PS2","2007","Adventure","Activision",0.06,0.04,0,0.02,0.12,"Non-exclusive"
"9730",9914,"Crime Killer","PS","1998","Racing","Interplay",0.07,0.04,0,0.01,0.12,"Exclusive"
"9731",9915,"NPPL: Championship Paintball 2009","Wii","2008","Shooter","Activision Value",0.11,0,0,0.01,0.12,"Non-exclusive"
"9732",9916,"Backyard Wrestling 2: There Goes the Neighborhood","XB","2004","Fighting","Eidos Interactive",0.09,0.03,0,0,0.12,"Non-exclusive"
"9733",9917,"Dementium II","DS","2010","Shooter","SouthPeak Games",0.09,0.02,0,0.01,0.12,"Exclusive"
"9734",9918,"Don Bradman Cricket 14","PS4","2015","Sports","Tru Blu Entertainment",0.01,0.09,0,0.02,0.12,"Non-exclusive"
"9735",9919,"USA Today Crossword Challenge","DS","2008","Puzzle","Destineer",0.11,0,0,0.01,0.12,"Exclusive"
"9736",9920,"MegaTagmension Blanc + Neptune VS Zombies","PSV","2015","Action","Idea Factory International",0.02,0.03,0.05,0.01,0.12,"Exclusive"
"9737",9921,"Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen","SNES","1994","Fighting","Angel Studios",0,0,0.12,0,0.12,"Exclusive"
"9738",9922,"SD Gundam G Generation-F.I.F","PS","2001","Strategy","Namco Bandai Games",0,0,0.11,0.01,0.12,"Exclusive"
"9739",9923,"Jaws: Ultimate Predator","3DS","2011","Action","Majesco Entertainment",0.11,0,0,0.01,0.12,"Non-exclusive"
"9740",9924,"Yakuza Kiwami","PS3","2016","Adventure","Sega",0,0,0.12,0,0.12,"Non-exclusive"
"9741",9925,"Raiden IV","X360","2008","Shooter","Moss",0.1,0,0.01,0.01,0.12,"Exclusive"
"9742",9926,"Deception IV: Blood Ties","PS3","2014","Action","Tecmo Koei",0.02,0.02,0.06,0.01,0.12,"Non-exclusive"
"9743",9927,"The Walking Dead: Survival Instinct","WiiU","2013","Shooter","Activision",0.08,0.03,0,0.01,0.12,"Non-exclusive"
"9744",9928,"Rock Band: Metal Track Pack","PS3","2009","Misc","MTV Games",0.11,0,0,0.01,0.12,"Non-exclusive"
"9745",9929,"Charm Girls Club: My Perfect Prom","DS","2009","Simulation","Electronic Arts",0.11,0,0,0.01,0.12,"Exclusive"
"9746",9930,"DreamWorks Super Star Kartz","PS3","2011","Racing","Activision",0.06,0.03,0,0.02,0.12,"Non-exclusive"
"9747",9931,"Harukanaru Augusta 2: Masters","SNES","1993","Sports","T&E Soft",0,0,0.12,0,0.12,"Exclusive"
"9748",9932,"Castlevania: Curse of Darkness","XB","2005","Action","Konami Digital Entertainment",0.09,0.03,0,0,0.12,"Non-exclusive"
"9749",9933,"Spider-Man: Edge of Time","3DS","2011","Action","Activision",0.08,0.03,0,0.01,0.12,"Non-exclusive"
"9750",9934,"Mobil 1 Rally Championship","PS","2000","Racing","Electronic Arts",0.07,0.04,0,0.01,0.12,"Exclusive"
"9751",9935,"King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc","PS2","2002","Fighting","Spike",0,0,0.12,0,0.12,"Exclusive"
"9752",9936,"Turok: Evolution","GBA","2002","Shooter","Acclaim Entertainment",0.08,0.03,0,0,0.12,"Non-exclusive"
"9753",9937,"The Clique: Diss and Make Up","DS","2009","Adventure","Warner Bros. Interactive Entertainment",0.11,0,0,0.01,0.12,"Exclusive"
"9754",9938,"Love Live! School Idol Paradise","PSV","2014","Misc","Kadokawa Games",0,0,0.12,0,0.12,"Exclusive"
"9755",9939,"Rugrats: Totally Angelica","PS","2001","Adventure","THQ",0.06,0.04,0,0.01,0.12,"Exclusive"
"9756",9940,"Nightshade","PS2","2003","Action","Sega",0.06,0.04,0,0.01,0.12,"Exclusive"
"9757",9941,"NFL Tour","PS3","2008","Sports","Electronic Arts",0.1,0.01,0,0.01,0.12,"Non-exclusive"
"9758",9942,"Ridge Racer Unbounded","X360","2012","Racing","Namco Bandai Games",0.05,0.05,0,0.01,0.12,"Non-exclusive"
"9759",9943,"CSI: Crime Scene Investigation","XB","2004","Adventure","Ubisoft",0.09,0.03,0,0,0.12,"Exclusive"
"9760",9944,"The Lord of the Rings: Aragorn's Quest","PSP","2010","Action","Warner Bros. Interactive Entertainment",0.07,0.02,0,0.02,0.12,"Non-exclusive"
"9761",9945,"Yogi Bear: The Video Game","Wii","2010","Action","D3Publisher",0.06,0.05,0,0.01,0.12,"Non-exclusive"
"9762",9946,"Makai Shin Trillion","PSV","2014","Role-Playing","Idea Factory",0.02,0.02,0.06,0.01,0.12,"Exclusive"
"9763",9947,"Buffy the Vampire Slayer: Chaos Bleeds","XB","2003","Action","Vivendi Games",0.09,0.03,0,0,0.12,"Non-exclusive"
"9764",9948,"Lost Horizon","PC","2010","Adventure","Deep Silver",0,0.1,0,0.02,0.12,"Exclusive"
"9765",9949,"Hanagumi Taisen Columns","SAT","1997","Puzzle","Sega",0,0,0.12,0,0.12,"Exclusive"
"9766",9950,"Tales of Destiny 2","PSP","2007","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,"Non-exclusive"
"9767",9951,"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","GC","2005","Action","Konami Digital Entertainment",0.09,0.02,0,0,0.12,"Non-exclusive"
"9768",9952,"Power Pro Kun Pocket 14","DS","2011","Sports","Konami Digital Entertainment",0,0,0.12,0,0.12,"Exclusive"
"9769",9953,"Get Up and Dance","Wii","2011","Misc","O-Games",0.06,0.04,0,0.01,0.12,"Non-exclusive"
"9770",9954,"Merv Griffin's Crosswords","Wii","2008","Puzzle","THQ",0.11,0,0,0.01,0.12,"Non-exclusive"
"9771",9955,"Rango: The Video Game","DS","2011","Action","Electronic Arts",0.07,0.03,0,0.01,0.12,"Non-exclusive"
"9772",9956,"Planet 51","PS3","2009","Action","Sega",0.07,0.03,0,0.02,0.12,"Non-exclusive"
"9773",9957,"Ultimate Puzzle Games: Sudoku Edition","DS","2007","Puzzle","Telegames",0.11,0,0,0.01,0.12,"Exclusive"
"9774",9958,"Tokyo Twilight Ghost Hunters","PSV","2014","Role-Playing","Aksys Games",0.06,0.01,0.02,0.02,0.12,"Non-exclusive"
"9775",9959,"Deadpool","XOne","2015","Action","Activision",0.08,0.03,0,0.01,0.12,"Non-exclusive"
"9776",9960,"UN Squadron","SNES","1991","Shooter","Capcom",0,0,0.12,0,0.12,"Exclusive"
"9777",9961,"Tecmo Super Bowl","PS","1996","Sports","Tecmo Koei",0.06,0.04,0,0.01,0.12,"Exclusive"
"9778",9962,"TMNT","PSP","2007","Action","Ubisoft",0.1,0.01,0,0.01,0.12,"Non-exclusive"
"9779",9963,"Dora the Explorer: Journey to the Purple Planet","GC","2005","Adventure","Global Star",0.09,0.02,0,0,0.12,"Non-exclusive"
"9780",9964,"Lunar 2: Eternal Blue","SAT","1998","Role-Playing","Kadokawa Shoten",0,0,0.12,0,0.12,"Exclusive"
"9781",9965,"NHL Powerplay '96","PS","1996","Sports","Virgin Interactive",0.06,0.04,0,0.01,0.12,"Exclusive"
"9782",9966,"Thousand Arms","PS","1998","Role-Playing","Atlus",0.06,0.04,0,0.01,0.12,"Exclusive"
"9783",9967,"de Blob 2","DS","2011","Platform","THQ",0.09,0.02,0,0.01,0.12,"Non-exclusive"
"9784",9968,"Arctic Thunder","XB","2001","Racing","Midway Games",0.09,0.02,0,0,0.12,"Non-exclusive"
"9785",9969,"Hyperdimension Neptunia Re;Birth 3","PSV","2014","Action","Idea Factory International",0.07,0.01,0,0.03,0.12,"Exclusive"
"9786",9970,"Barnyard","GC","2006","Action","THQ",0.09,0.02,0,0,0.12,"Non-exclusive"
"9787",9971,"Stolen Song","PS","1998","Adventure","Sony Computer Entertainment",0,0,0.11,0.01,0.12,"Exclusive"
"9788",9972,"Darkspore","PC","2011","Role-Playing","Electronic Arts",0.07,0.03,0,0.01,0.12,"Exclusive"
"9789",9973,"2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe","X360","2013","Misc","Ubisoft",0.09,0.01,0,0.01,0.12,"Non-exclusive"
"9790",9974,"Armored Core: Verdict Day","PS3","2013","Simulation","From Software",0,0,0.12,0,0.12,"Exclusive"
"9791",9975,"Yattaman DS: BikkuriDokkiri Daisakusen da Koron","DS","2008","Action","Takara Tomy",0,0,0.12,0,0.12,"Exclusive"
"9792",9976,"Harvey Birdman: Attorney at Law","PS2","2008","Adventure","Capcom",0.06,0.04,0,0.01,0.12,"Non-exclusive"
"9793",9977,"Wipeout 2","PS3","2011","Misc","Activision",0.11,0,0,0.01,0.12,"Non-exclusive"
"9794",9978,"Dawn of Discovery","DS","2009","Simulation","Ubisoft",0.07,0.03,0,0.01,0.12,"Non-exclusive"
"9795",9979,"DEATH NOTE: Kira Game","DS","2007","Adventure","Konami Digital Entertainment",0,0,0.12,0,0.12,"Exclusive"
"9796",9980,"Sengoku Cyber: Fujimaru Jigokuhen","PS","1995","Strategy","Sony Computer Entertainment",0,0,0.11,0.01,0.12,"Exclusive"
"9797",9981,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi","PS2","2007","Misc","D3Publisher",0,0,0.12,0,0.12,"Exclusive"
"9798",9982,"ASH: Archaic Sealed Heat","DS","2007","Role-Playing","Nintendo",0,0,0.12,0,0.12,"Exclusive"
"9799",9984,"Brunswick Pro Bowling","3DS","2011","Sports","Crave Entertainment",0.11,0,0,0.01,0.12,"Non-exclusive"
"9800",9985,"Fantastic Four: Rise of the Silver Surfer","X360","2007","Action","Take-Two Interactive",0.1,0.01,0,0.01,0.12,"Non-exclusive"
"9801",9986,"Dorabase 2: Nettou Ultra Stadium","DS","2009","Sports","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9802",9987,"Center Ring Boxing","SAT","1994","Fighting","JVC",0,0,0.12,0,0.12,"Exclusive"
"9803",9988,"NHL 2K3","XB","2002","Sports","Sega",0.09,0.02,0,0,0.12,"Non-exclusive"
"9804",9989,"Puzzler World 2","DS","2010","Puzzle","Ubisoft",0.02,0.07,0,0.02,0.12,"Exclusive"
"9805",9990,"Die Hard: Vendetta","GC","2002","Shooter","NDA Productions",0.09,0.02,0,0,0.12,"Exclusive"
"9806",9991,"Sword Art Online: Hollow Fragment","PS4","2015","Role-Playing","Namco Bandai Games",0,0.1,0,0.02,0.12,"Non-exclusive"
"9807",9992,"F1 2002","PS2","2002","Racing","Electronic Arts",0.05,0.04,0.02,0.01,0.12,"Non-exclusive"
"9808",9993,"Hasbro Family Game Night Fun Pack","Wii","2011","Misc","Electronic Arts",0.11,0,0,0.01,0.12,"Non-exclusive"
"9809",9994,"FIFA Soccer","PSP","2005","Sports","Electronic Arts",0.11,0,0,0.01,0.12,"Non-exclusive"
"9810",9995,"Dead Island Definitive Collection","PS4","2016","Action","Deep Silver",0.02,0.07,0.01,0.02,0.12,"Non-exclusive"
"9811",9996,"Sphinx and the Cursed Mummy","XB","2003","Action","THQ",0.09,0.02,0,0,0.12,"Non-exclusive"
"9812",9997,"Army Men: Soldiers of Misfortune","DS","2008","Shooter","Zoo Games",0.11,0,0,0.01,0.12,"Non-exclusive"
"9813",9998,"GT Advance 2: Rally Racing","GBA","2001","Racing","THQ",0.08,0.03,0,0,0.11,"Exclusive"
"9814",10000,"Yakuza","PS3","2012","Action","Sega",0,0,0.11,0,0.11,"Non-exclusive"
"9815",10001,"DOA 2: Dead or Alive 2 Hardcore","PS2","2000","Fighting","Tecmo Koei",0,0,0.11,0,0.11,"Exclusive"
"9816",10002,"A Witch's Tale","DS","2009","Role-Playing","Nippon Ichi Software",0.08,0,0.03,0.01,0.11,"Exclusive"
"9817",10003,"Hollywood Squares","Wii","2010","Misc","Ubisoft",0.11,0,0,0.01,0.11,"Exclusive"
"9818",10004,"Cabela's Deer Hunt 2005 Season","XB","2004","Sports","Activision",0.09,0.02,0,0,0.11,"Non-exclusive"
"9819",10005,"SplashDown","XB","2002","Racing","Atari",0.09,0.02,0,0,0.11,"Non-exclusive"
"9820",10006,"Nobunaga no Yabou: Tenshoki","SAT","1995","Strategy","Tecmo Koei",0,0,0.11,0,0.11,"Non-exclusive"
"9821",10007,"Stronghold","PC","2001","Strategy","Gathering of Developers",0,0.09,0,0.02,0.11,"Exclusive"
"9822",10008,"Warhammer: Battle March","X360","2008","Strategy","Deep Silver",0.09,0.02,0,0.01,0.11,"Exclusive"
"9823",10009,"F1 Racing Championship","PS","2000","Racing","Video System",0.06,0.04,0,0.01,0.11,"Exclusive"
"9824",10010,"Dead Man's Hand","XB","2004","Shooter","Atari",0.09,0.02,0,0,0.11,"Exclusive"
"9825",10011,"Smash Cars","PS2","2003","Racing","Metro 3D",0.06,0.04,0,0.01,0.11,"Exclusive"
"9826",10012,"NASCAR 07","PS2","2006","Racing","Electronic Arts",0.06,0.04,0,0.01,0.11,"Non-exclusive"
"9827",10013,"Karaoke Revolution Presents American Idol Encore 2","PS3","2008","Misc","Konami Digital Entertainment",0.11,0,0,0.01,0.11,"Non-exclusive"
"9828",10014,"Nickelodeon Dance","X360","2011","Misc","Take-Two Interactive",0.08,0.02,0,0.01,0.11,"Non-exclusive"
"9829",10015,"Pac 'n Roll","DS","2005","Platform","Namco Bandai Games",0.09,0,0.02,0.01,0.11,"Exclusive"
"9830",10016,"Cabela's North American Adventures","PS3","2010","Sports","Activision",0.11,0,0,0.01,0.11,"Non-exclusive"
"9831",10017,"Mechanic Master","DS","2008","Puzzle","Midway Games",0.1,0,0,0.01,0.11,"Exclusive"
"9832",10018,"Jikkyou Powerful Pro Yakyuu 12 Ketteiban","PS2","2005","Sports","Konami Digital Entertainment",0,0,0.11,0,0.11,"Non-exclusive"
"9833",10019,"Melty Blood: Act Cadenza","PS2","2006","Fighting","Sega",0,0,0.11,0,0.11,"Exclusive"
"9834",10020,"Dokapon Kingdom","PS2","2007","Role-Playing","Sting",0.05,0.04,0.02,0.01,0.11,"Non-exclusive"
"9835",10021,"ToeJam & Earl III: Mission to Earth","XB","2002","Action","Sega",0.09,0.02,0,0,0.11,"Exclusive"
"9836",10022,"Phantasy Star Collection","GBA","2002","Role-Playing","Atari",0.08,0.03,0,0,0.11,"Exclusive"
"9837",10023,"Doukoku Shoshite...","SAT","1998","Adventure","Data East",0,0,0.11,0,0.11,"Exclusive"
"9838",10024,"LEGO Knights' Kingdom","GBA","2004","Action","THQ",0.08,0.03,0,0,0.11,"Exclusive"
"9839",10025,"Final Fantasy III","PSP","2012","Role-Playing","Square Enix",0,0,0.11,0,0.11,"Non-exclusive"
"9840",10026,"Family Game Night 4: The Game Show","PS3","2011","Misc","Electronic Arts",0.08,0.02,0,0.01,0.11,"Non-exclusive"
"9841",10027,"Retro Game Challenge","DS","2007","Action","Namco Bandai Games",0,0,0.11,0,0.11,"Exclusive"
"9842",10028,"NBA Jam 2002","GBA","2002","Sports","Acclaim Entertainment",0.08,0.03,0,0,0.11,"Exclusive"
"9843",10029,"Every Extend Extra","PSP","2006","Shooter","Disney Interactive Studios",0.1,0.01,0,0.01,0.11,"Exclusive"
"9844",10030,"Shining Force NEO","PS2","2005","Role-Playing","Sega",0.06,0.04,0,0.01,0.11,"Exclusive"
"9845",10031,"Tony Hawk's Pro Skater 5","XOne","2015","Sports","Activision",0.08,0.02,0,0.01,0.11,"Non-exclusive"
"9846",10032,"Brain Quest: Grades 5 & 6","DS","2008","Misc","Electronic Arts",0.11,0,0,0.01,0.11,"Exclusive"
"9847",10033,"SingStar Latino","PS3","2009","Misc","Sony Computer Entertainment",0.11,0,0,0.01,0.11,"Non-exclusive"
"9848",10034,"Girl Time","DS","2009","Simulation","THQ",0.11,0,0,0.01,0.11,"Exclusive"
"9849",10035,"Army Men: Sarge's War","XB","2004","Shooter","Global Star",0.09,0.02,0,0,0.11,"Non-exclusive"
"9850",10036,"Ultimate Mortal Kombat","DS","2007","Fighting","Midway Games",0.09,0.01,0,0.01,0.11,"Exclusive"
"9851",10037,"Pocket Soccer League: Calciobit","3DS","2012","Sports","Nintendo",0,0,0.11,0,0.11,"Exclusive"
"9852",10038,"Primal Rage","PS","1994","Fighting","Time Warner Interactive",0.06,0.04,0,0.01,0.11,"Exclusive"
"9853",10039,"FIFA Street 2","GC","2006","Sports","Electronic Arts",0.09,0.02,0,0,0.11,"Non-exclusive"
"9854",10040,"DiRT Rally","XOne","2016","Racing","Codemasters",0.03,0.08,0,0.01,0.11,"Non-exclusive"
"9855",10041,"Heart Catch PreCure! Oshare Collection","DS","2010","Action","Namco Bandai Games",0,0,0.11,0,0.11,"Exclusive"
"9856",10042,"UEFA Euro 2016","PS3","2016","Sports","Konami Digital Entertainment",0,0.08,0.02,0.01,0.11,"Non-exclusive"
"9857",10043,"Taito Legends","PS2","2005","Misc","Empire Interactive",0.06,0.04,0,0.01,0.11,"Non-exclusive"
"9858",10044,"Tom Clancy's Rainbow Six: Rogue Spear","GBA","2002","Shooter","Ubisoft",0.08,0.03,0,0,0.11,"Non-exclusive"
"9859",10045,"BoomBots","PS","1999","Fighting","SouthPeak Games",0.06,0.04,0,0.01,0.11,"Exclusive"
"9860",10046,"Monster Madness: Battle for Suburbia","X360","2007","Shooter","SouthPeak Games",0.1,0,0,0.01,0.11,"Exclusive"
"9861",10048,"FIFA Soccer 06","PSP","2005","Sports","Electronic Arts",0.1,0.01,0,0.01,0.11,"Non-exclusive"
"9862",10049,"Life is Strange","XOne","2016","Adventure","Square Enix",0.08,0.02,0,0.01,0.11,"Non-exclusive"
"9863",10050,"NFL Head Coach 09","X360","2008","Sports","Electronic Arts",0.11,0,0,0.01,0.11,"Non-exclusive"
"9864",10051,"World Championship Rugby","PS2","2004","Sports","Acclaim Entertainment",0.06,0.04,0,0.01,0.11,"Exclusive"
"9865",10052,"Phantom Dust","XB","2004","Action","Microsoft Game Studios",0.08,0.02,0,0,0.11,"Exclusive"
"9866",10053,"Shinseiki Evangelion: Koutetsu no Girlfriend","PS","1998","Adventure","Gainax Network Systems",0,0,0.11,0.01,0.11,"Non-exclusive"
"9867",10054,"Shin Sangoku Musou: Multi Raid 2","PSP","2010","Action","Tecmo Koei",0,0,0.11,0,0.11,"Exclusive"
"9868",10055,"Taiko Drum Master: Tokumori!","WiiU","2014","Misc","Namco Bandai Games",0,0,0.11,0,0.11,"Exclusive"
"9869",10056,"Growlanser Generations","PS2","2003","Role-Playing","Atlus",0.06,0.04,0,0.01,0.11,"Exclusive"
"9870",10057,"Mega Man Battle Chip Challenge","GBA","2003","Misc","Capcom",0.08,0.03,0,0,0.11,"Exclusive"
"9871",10058,"Desktop Tower Defense","DS","2009","Strategy","THQ",0.11,0,0,0.01,0.11,"Exclusive"
"9872",10059,"Puyo Puyo Tetris","3DS","2014","Puzzle","Sega",0,0,0.11,0,0.11,"Non-exclusive"
"9873",10060,"Pro Evolution Soccer 2014","PC","2013","Action","Konami Digital Entertainment",0,0.09,0,0.02,0.11,"Non-exclusive"
"9874",10061,"Sakura Wars: So Long, My Love","Wii","2010","Role-Playing","Ackkstudios",0.06,0.04,0,0.01,0.11,"Non-exclusive"
"9875",10062,"The Settlers","DS","2007","Action","Ubisoft",0.1,0,0,0.01,0.11,"Exclusive"
"9876",10063,"Grease","DS","2010","Misc","505 Games",0.1,0,0,0.01,0.11,"Non-exclusive"
"9877",10064,"My SAT Coach with The Princeton Review","DS","2008","Misc","Ubisoft",0.1,0,0,0.01,0.11,"Exclusive"
"9878",10065,"Family Fun Football","Wii","2009","Sports","Tecmo Koei",0.1,0,0,0.01,0.11,"Exclusive"
"9879",10066,"Ring of Red","PS2","2000","Strategy","Konami Digital Entertainment",0.06,0.04,0,0.01,0.11,"Exclusive"
"9880",10067,"Cold Winter","PS2","2005","Shooter","Vivendi Games",0.06,0.04,0,0.01,0.11,"Exclusive"
"9881",10068,"International Track & Field 2000","PS","1999","Sports","Konami Digital Entertainment",0.06,0.04,0,0.01,0.11,"Exclusive"
"9882",10069,"The Hardy Boys: Treasure on the Tracks","DS","2009","Adventure","Sega",0.11,0,0,0.01,0.11,"Exclusive"
"9883",10070,"PDC World Championship Darts: Pro Tour","PS3","2010","Sports","O-Games",0,0.09,0,0.03,0.11,"Non-exclusive"
"9884",10071,"Stubbs the Zombie in Rebel Without a Pulse","XB","2005","Action","THQ",0.08,0.02,0,0,0.11,"Exclusive"
